tourney_name,surface,winner_name,winner_hand,winner_height,winner_ioc,winner_age,loser_name,loser_hand,loser_height,loser_ioc,loser_age,minutes,w_ace,w_df,l_ace,l_df
Wimbledon,Grass,Roger Federer,R,185,SUI,34.88569473,Daniel Evans,R,175,GBR,26.0971937,86,11,0,0,8
Wimbledon,Grass,Steve Johnson,R,188,USA,26.50787132,Grigor Dimitrov,R,188,BUL,25.11704312,173,11,4,8,4
Wimbledon,Grass,Marin Cilic,R,198,CRO,27.74537988,Lukas Lacko,R,185,SVK,28.64887064,109,19,2,2,3
Wimbledon,Grass,Kei Nishikori,R,178,JPN,26.49418207,Andrey Kuznetsov,R,185,RUS,25.34428474,117,4,4,8,6
Wimbledon,Grass,Richard Gasquet,R,185,FRA,30.02600958,Albert Ramos,L,188,ESP,28.44353183,156,6,3,7,3
Wimbledon,Grass,Jo Wilfried Tsonga,R,188,FRA,31.19507187,John Isner,R,206,USA,31.17043121,264,21,4,38,7
Wimbledon,Grass,Andy Murray,R,190,GBR,29.11978097,John Millman,R,183,AUS,27.03627652,130,8,0,1,1
Wimbledon,Grass,Sam Querrey,R,198,USA,28.72279261,Nicolas Mahut,R,190,FRA,34.4312115,119,23,3,9,4
Wimbledon,Grass,Milos Raonic,R,196,CAN,25.50034223,David Goffin,R,163,BEL,25.55509925,182,22,6,12,7
Wimbledon,Grass,Roger Federer,R,185,SUI,34.88569473,Steve Johnson,R,188,USA,26.50787132,96,6,2,8,3
Wimbledon,Grass,Marin Cilic,R,198,CRO,27.74537988,Kei Nishikori,R,178,JPN,26.49418207,43,17,2,0,2
Wimbledon,Grass,Jo Wilfried Tsonga,R,188,FRA,31.19507187,Richard Gasquet,R,185,FRA,30.02600958,23,2,0,0,0
Wimbledon,Grass,Milos Raonic,R,196,CAN,25.50034223,Sam Querrey,R,198,USA,28.72279261,151,13,2,15,5
Wimbledon,Grass,Roger Federer,R,185,SUI,34.88569473,Marin Cilic,R,198,CRO,27.74537988,197,27,0,23,7
Wimbledon,Grass,Andy Murray,R,190,GBR,29.11978097,Jo Wilfried Tsonga,R,188,FRA,31.19507187,233,14,3,15,7
Wimbledon,Grass,Milos Raonic,R,196,CAN,25.50034223,Roger Federer,R,185,SUI,34.88569473,204,23,11,16,5
Wimbledon,Grass,Andy Murray,R,190,GBR,29.11978097,Tomas Berdych,R,196,CZE,30.7761807,117,7,2,5,1
Wimbledon,Grass,Andy Murray,R,190,GBR,29.11978097,Milos Raonic,R,196,CAN,25.50034223,168,7,2,8,1
Us Open,Hard,Novak Djokovic,R,188,SRB,29.27310062,Jerzy Janowicz,R,203,POL,25.79329227,157,12,5,5,13
Us Open,Hard,Mikhail Youzhny,R,183,RUS,34.17932923,Martin Klizan,L,190,SVK,27.13483915,110,6,3,3,13
Us Open,Hard,James Duckworth,R,183,AUS,24.60506502,Robin Haase,R,190,NED,29.39904175,188,11,7,16,10
Us Open,Hard,Sergiy Stakhovsky,R,193,UKR,30.64476386,Gastao Elias,R,178,POR,25.76317591,200,6,12,7,6
Us Open,Hard,Marin Cilic,R,198,CRO,27.91786448,Rogerio Dutra Silva,R,178,BRA,32.56947296,118,12,5,3,10
Us Open,Hard,Rafael Nadal,L,185,ESP,30.23956194,Denis Istomin,R,188,UZB,29.97672827,126,2,3,3,7
Us Open,Hard,Andreas Seppi,R,190,ITA,32.52019165,Stephane Robert,R,185,FRA,36.28473648,143,8,6,6,8
Us Open,Hard,Andrey Kuznetsov,R,185,RUS,25.51676934,Thomaz Bellucci,L,188,BRA,28.66529774,176,12,13,8,10
Us Open,Hard,Albert Ramos,L,188,ESP,28.61601643,Julien Benneteau,R,185,FRA,34.69130732,201,7,6,10,15
Us Open,Hard,Federico Delbonis,L,190,ARG,25.90006845,Brian Baker,R,190,USA,31.33196441,224,7,6,9,12
Us Open,Hard,Gael Monfils,R,193,FRA,29.99315537,Gilles Muller,L,193,LUX,33.30869268,125,6,1,5,7
Us Open,Hard,Pablo Cuevas,R,180,URU,30.65845311,Dudi Sela,R,175,ISR,31.40314853,182,4,9,3,10
Us Open,Hard,Benoit Paire,R,196,FRA,27.3100616,Dusan Lajovic,R,180,SRB,26.16563997,158,15,9,2,5
Us Open,Hard,Ryan Harrison,R,183,USA,24.31211499,Adrian Mannarino,L,183,FRA,28.1670089,138,10,8,4,9
Us Open,Hard,Milos Raonic,R,196,CAN,25.67282683,Dustin Brown,R,196,GER,31.72347707,103,15,4,2,6
Us Open,Hard,Ricardas Berankis,R,175,LTU,26.19028063,Malek Jaziri,R,185,TUN,32.60780287,172,6,7,8,9
Us Open,Hard,Janko Tipsarevic,R,180,SRB,32.18617385,Sam Querrey,R,198,USA,28.89527721,194,17,11,18,15
Us Open,Hard,Steve Johnson,R,188,USA,26.68035592,Evgeny Donskoy,R,185,RUS,26.30800821,192,15,6,8,5
Us Open,Hard,Fabio Fognini,R,178,ITA,29.26762491,Teymuraz Gabashvili,R,188,RUS,31.26899384,287,16,12,7,19
Us Open,Hard,David Ferrer,R,175,ESP,34.40930869,Alexandr Dolgopolov,R,180,UKR,27.80835044,39,3,1,1,4
Us Open,Hard,Horacio Zeballos,L,188,ARG,31.34017796,Florian Mayer,R,190,GER,32.90075291,123,12,6,5,2
Us Open,Hard,Illya Marchenko,R,185,UKR,28.97467488,Ivan Dodig,R,183,CRO,31.6550308,230,7,12,11,12
Us Open,Hard,Damir Dzumhur,R,172,BIH,24.27652293,Bernard Tomic,R,193,AUS,23.85489391,159,5,5,12,8
Us Open,Hard,Daniel Evans,R,175,GBR,26.2696783,Rajeev Ram,R,193,USA,32.44900753,150,3,3,10,8
Us Open,Hard,Alessandro Giannessi,L,183,ITA,26.25051335,Denis Kudla,R,180,USA,24.03285421,168,4,9,11,11
Us Open,Hard,Stanislas Wawrinka,R,183,SUI,31.42231348,Fernando Verdasco,L,188,ESP,32.78850103,137,7,4,9,3
Us Open,Hard,Kei Nishikori,R,178,JPN,26.66666667,Benjamin Becker,R,178,GER,35.20328542,130,7,3,7,10
Us Open,Hard,Nicolas Mahut,R,190,FRA,34.6036961,Philipp Kohlschreiber,R,178,GER,32.87063655,87,3,0,7,7
Us Open,Hard,Ivo Karlovic,R,208,CRO,37.50034223,Yen Hsun Lu,R,180,TPE,33.04312115,226,61,10,15,16
Us Open,Hard,Gilles Simon,R,183,FRA,31.67145791,Radek Stepanek,R,185,CZE,37.75496235,111,4,3,4,4
Us Open,Hard,Paolo Lorenzi,R,183,ITA,34.70499658,Carlos Berlocq,R,183,ARG,33.5687885,105,2,4,2,7
Us Open,Hard,Marcel Granollers,R,190,ESP,30.38193018,Juan Monaco,R,185,ARG,32.41889117,167,4,2,4,3
Us Open,Hard,Andy Murray,R,190,GBR,29.29226557,Lukas Rosol,R,196,CZE,31.09924709,111,11,1,3,8
Us Open,Hard,John Isner,R,206,USA,31.34291581,Steve Darcis,R,178,BEL,32.46269678,174,38,6,4,4
Us Open,Hard,Jo Wilfried Tsonga,R,188,FRA,31.36755647,James Duckworth,R,183,AUS,24.60506502,180,17,3,11,4
Us Open,Hard,Kevin Anderson,R,203,RSA,30.28336756,Vasek Pospisil,R,193,CAN,26.18480493,159,16,7,13,9
Us Open,Hard,Jack Sock,R,185,USA,23.92881588,Mischa Zverev,L,190,GER,29.02121834,83,10,3,4,5
Us Open,Hard,Marin Cilic,R,198,CRO,27.91786448,Sergiy Stakhovsky,R,193,UKR,30.64476386,99,5,5,4,5
Us Open,Hard,Rafael Nadal,L,185,ESP,30.23956194,Andreas Seppi,R,190,ITA,32.52019165,137,2,2,3,4
Us Open,Hard,Andrey Kuznetsov,R,185,RUS,25.51676934,Albert Ramos,L,188,ESP,28.61601643,174,14,5,6,5
Us Open,Hard,Nicolas Almagro,R,183,ESP,31.02258727,Pablo Cuevas,R,180,URU,30.65845311,144,13,7,14,6
Us Open,Hard,Marcos Baghdatis,R,183,CYP,31.20054757,Benoit Paire,R,196,FRA,27.3100616,130,2,4,7,4
Us Open,Hard,Ryan Harrison,R,183,USA,24.31211499,Milos Raonic,R,196,CAN,25.67282683,217,7,12,18,15
Us Open,Hard,Juan Martin Del Potro,R,198,ARG,27.93155373,Steve Johnson,R,188,USA,26.68035592,128,15,3,4,2
Us Open,Hard,David Ferrer,R,175,ESP,34.40930869,Fabio Fognini,R,178,ITA,29.26762491,205,7,11,5,13
Us Open,Hard,Illya Marchenko,R,185,UKR,28.97467488,Damir Dzumhur,R,172,BIH,24.27652293,105,4,9,1,2
Us Open,Hard,Stanislas Wawrinka,R,183,SUI,31.42231348,Alessandro Giannessi,L,183,ITA,26.25051335,148,5,5,5,7
Us Open,Hard,Nicolas Mahut,R,190,FRA,34.6036961,Paul Henri Mathieu,R,185,FRA,34.62833676,117,17,0,5,7
Us Open,Hard,Ivo Karlovic,R,208,CRO,37.50034223,Donald Young,L,183,USA,27.10198494,140,24,8,0,6
Us Open,Hard,Grigor Dimitrov,R,188,BUL,25.28952772,Jeremy Chardy,R,188,FRA,29.54414784,186,7,8,11,8
Us Open,Hard,Paolo Lorenzi,R,183,ITA,34.70499658,Gilles Simon,R,183,FRA,31.67145791,294,1,4,1,7
Us Open,Hard,Andy Murray,R,190,GBR,29.29226557,Marcel Granollers,R,190,ESP,30.38193018,142,5,3,4,4
Us Open,Hard,Novak Djokovic,R,188,SRB,29.27310062,Mikhail Youzhny,R,183,RUS,34.17932923,31,0,0,2,0
Us Open,Hard,Jo Wilfried Tsonga,R,188,FRA,31.36755647,Kevin Anderson,R,203,RSA,30.28336756,170,13,8,13,10
Us Open,Hard,Jack Sock,R,185,USA,23.92881588,Marin Cilic,R,198,CRO,27.91786448,101,7,1,6,2
Us Open,Hard,Rafael Nadal,L,185,ESP,30.23956194,Andrey Kuznetsov,R,185,RUS,25.51676934,118,1,6,4,6
Us Open,Hard,Gael Monfils,R,193,FRA,29.99315537,Nicolas Almagro,R,183,ESP,31.02258727,109,9,7,1,8
Us Open,Hard,Marcos Baghdatis,R,183,CYP,31.20054757,Ryan Harrison,R,183,USA,24.31211499,172,10,1,8,7
Us Open,Hard,Juan Martin Del Potro,R,198,ARG,27.93155373,David Ferrer,R,175,ESP,34.40930869,144,6,4,1,4
Us Open,Hard,Stanislas Wawrinka,R,183,SUI,31.42231348,Daniel Evans,R,175,GBR,26.2696783,242,12,7,5,16
Us Open,Hard,Kei Nishikori,R,178,JPN,26.66666667,Nicolas Mahut,R,190,FRA,34.6036961,136,6,4,2,8
Us Open,Hard,Andy Murray,R,190,GBR,29.29226557,Paolo Lorenzi,R,183,ITA,34.70499658,196,11,6,3,9
Us Open,Hard,Jo Wilfried Tsonga,R,188,FRA,31.36755647,Jack Sock,R,185,USA,23.92881588,193,11,9,5,6
Us Open,Hard,Gael Monfils,R,193,FRA,29.99315537,Marcos Baghdatis,R,183,CYP,31.20054757,118,9,3,0,2
Us Open,Hard,Stanislas Wawrinka,R,183,SUI,31.42231348,Illya Marchenko,R,185,UKR,28.97467488,165,8,0,5,8
Us Open,Hard,Kei Nishikori,R,178,JPN,26.66666667,Ivo Karlovic,R,208,CRO,37.50034223,121,6,4,21,3
Us Open,Hard,Andy Murray,R,190,GBR,29.29226557,Grigor Dimitrov,R,188,BUL,25.28952772,120,9,5,2,6
Us Open,Hard,Novak Djokovic,R,188,SRB,29.27310062,Jo Wilfried Tsonga,R,188,FRA,31.36755647,83,1,3,3,5
Us Open,Hard,Stanislas Wawrinka,R,183,SUI,31.42231348,Juan Martin Del Potro,R,198,ARG,27.93155373,192,10,0,3,8
Us Open,Hard,Kei Nishikori,R,178,JPN,26.66666667,Andy Murray,R,190,GBR,29.29226557,237,1,4,8,3
Us Open,Hard,Novak Djokovic,R,188,SRB,29.27310062,Gael Monfils,R,193,FRA,29.99315537,152,1,7,11,11
Us Open,Hard,Stanislas Wawrinka,R,183,SUI,31.42231348,Kei Nishikori,R,178,JPN,26.66666667,187,10,8,3,6
Us Open,Hard,Stanislas Wawrinka,R,183,SUI,31.42231348,Novak Djokovic,R,188,SRB,29.27310062,234,9,3,6,7
